bokning_id,medlem_id,medlemstyp,medlem_startdatum,medlem_slutdatum,månadskostnad,födelseår,pass_id,passnamn,anläggning,instruktör,bokningsdatum,passdatum,passtid,status,feedback_text,feedbackdatum,feedback_betyg
BOK-002722,MED-10238,Bas,2024-01-06,2025-03-27,349,1994,PASS-2024-10-04-2722,Hatha Yoga,Uppsala,Lisa Andersson,2024-09-28,2024-10-04,07:00,Genomförd,,,
BOK-002723,MED-10164,Plus,2022-11-28,2025-05-04,599,1986,PASS-2024-11-07-2723,Yoga,Gbg Centrum,Maria Santos,2024-11-06,2024-11-07,16:00,GENOMFÖRD,Instruktören var superbra på att korrigera tekniken.,2024-11-07,5
BOK-002724,MED-10353,Premium,2023-02-07,2025-04-13,599,1992,PASS-2024-10-31-2724,Spinning,Lund,Fredrik Berg,2024-10-26,2024-10-31,20:00,Genomförd,,,
BOK-002725,MED-10320,BAS,2024-05-06,2025-07-07,349,1994,PASS-2024-07-22-2725,Yoga,Västerås,Klara Svensson,2024-07-21,2024-07-22,17:00,Deltog,,,
BOK-002726,MED-10142,Bas,2023-04-14,2024-12-12,349,2006,PASS-2024-07-07-2726,Yoga,Uppsala,Lisa Andersson,2024-07-06,2024-07-07,17:30,Genomförd,,,
BOK-002727,MED-10012,premium,2022-07-25,2024-12-24,599,1988,PASS-2024-09-20-2727,dans,Uppsala,Lisa Andersson,2024-09-14,2024-09-20,20:30,Avbokad,,,
BOK-002728,MED-10335,Premium,2023-01-09,2025-04-07,599,1994,PASS-2024-07-12-2728,Spinning,Göteborg Hisingen,Sara Nilsson,2024-07-10,2024-07-12,07:30,Genomförd,,,
BOK-002729,MED-10002,Premium,2024-05-02,2024-10-16,599,1985,PASS-2024-10-12-2729,Yoga,Uppsala,Lisa Andersson,2024-10-11,"October 12, 2024",07:30,Genomförd,Fantastiskt pass! Lisa är så energisk och motiverande.,2024-10-12,5
BOK-002730,MED-10161,Bas,2023-03-29,2025-05-07,349,1984,PASS-2024-12-05-2730,Core,Malmö Västra Hamnen,David Chen,2024-12-02,2024-12-05,20:00,Genomförd,,,
BOK-002731,MED-10041,Student,2023-11-09,2024-11-01,249,1995,PASS-2024-12-18-2731,Dans,Linköping,Emma Larsson,2024-12-11,2024-12-18,20:00,Genomförd,,,
BOK-002732,MED-10136,Bas,29/03/2023,2025-01-18,-449,1999,PASS-2024-09-27-2732,Högintensiv,Stockholm City,Erik Johansson,2024-09-25,2024-09-27,20:30,GENOMFÖRD,"Godkänt pass, lite kort kanske.",2024-09-27,3
BOK-002733,MED-10312,Premium,2024-01-20,2025-01-24,599,1990,PASS-2024-10-30-2733,HIIT,STOCKHOLM SÖDERMALM,Anna Lindberg,2024-10-26,2024-10-30,17:30,genomförd,"Lugn och avslappnande hiit, precis vad jag behövde.",2024-10-31,5
BOK-002734,MED-10262,Bas,"July 27, 2022",2024-11-08,349,2006,PASS-2024-10-10-2734,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-10-03,2024-10-10,18:00,Genomförd,"Helt okej pass, inget speciellt.",2024-10-10,3
BOK-002735,MED-10239,Student,2024-03-17,2024-12-29,249,1992,PASS-2024-12-06-2735,Dans,Linköping,Emma Larsson,2024-12-02,2024-12-06,18:30,Genomförd,"Musiken var alldeles för hög, kunde inte höra instruktionerna.",2024-12-07,2
BOK-002736,MED-10139,Grund,2023-03-30,2025-06-01,349,1997,PASS-2024-11-01-2736,Yoga,Göteborg Centrum,Maria Santos,2024-10-31,2024-11-01,08:00,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-11-01,4
BOK-002737,MED-10191,Bas,2022-12-14,2024-09-08,349,1988,PASS-2024-12-28-2737,Spinning,,Johan Bergström,2024-12-25,2024-12-28,19:00,Avbokad,,,
BOK-002738,MED-10243,Premium,2022-08-25,2025-01-24,599,1983,PASS-2024-09-02-2738,Yoga,Malmö Västra Hamnen,David Chen,30/08/2024,2024-09-02,18:30,Genomförd,,,
BOK-002739,MED-10004,Premium,2022-11-21,2024-11-05,599,1996,PASS-2024-09-26-2739,Spinning,STOCKHOLM SÖDERMALM,Anna Lindberg,2024-09-24,2024-09-26,07:00,Genomförd,Lokalen var smutsig och dåligt ventilerad.,2024-09-27,2
BOK-002740,MED-10305,Studerande,2023-02-23,2025-05-15,249,1991,PASS-2024-09-25-2740,Spinning,Lund C,Fredrik Berg,2024-09-20,2024-09-25,17:00,Genomförd,,,
BOK-002741,MED-10016,Premium,2022-12-03,2025-01-02,599,2003,PASS-2024-08-26-2741,Boxning,Malmö Centrum,Johan Bergström,2024-08-22,2024-08-26,06:30,Avbokad,,,
BOK-002742,MED-10310,Premium,2023-12-28,2025-04-29,599,1988,PASS-2024-10-05-2742,Spinning,Stockholm Södermalm,Anna Lindberg,2024-10-03,2024-10-05,06:30,Struken,,,
BOK-002743,MED-10338,Bas,2023-03-13,2024-09-08,349,2025,PASS-2024-12-06-2743,Yoga,,Maria Santos,2024-11-29,2024-12-06,07:30,Genomförd,,,
BOK-002744,MED-10037,Premium,2024-03-13,2024-10-12,599,2003,PASS-2024-07-27-2744,HIIT,Stockholm Södermalm,Anna Lindberg,2024-07-24,2024-07-27,10:00,Genomförd,,,
BOK-002745,MED-10317,PREMIUM,2024-02-12,2025-01-31,599,1991,PASS-2024-11-10-2745,Spinning,GÖTEBORG HISINGEN,Sara Nilsson,2024-11-07,2024-11-10,16:00,Genomförd,,,
BOK-002746,MED-10010,STUDENT,2022-11-14,2025-01-27,249,1994,PASS-2024-09-21-2746,Yoga,,David Chen,2024-09-19,2024-09-21,17:30,Genomförd,,,
BOK-002747,MED-10334,Premium,"January 13, 2024",2024-09-28,599,1985,PASS-2024-12-30-2747,Styrketräning,Örebro,Oscar Holm,2024-12-28,2024-12-30,17:30,Genomförd,Bra lokal men instruktören var lite seg.,2024-12-30,3
BOK-002748,MED-10182,Premium,2024-05-18,2024-12-21,599,2001,PASS-2024-08-01-2748,Spin,Göteborg Hisingen,Sara Nilsson,2024-07-30,2024-08-01,07:00,Genomförd,,,
BOK-002749,MED-10294,Student,2023-06-01,2024-10-26,249,1990,PASS-2024-09-10-2749,Spinning,Göteborg Hisingen,Sara Nilsson,2024-09-05,"September 10, 2024",18:00,Genomförd,,,
BOK-002750,MED-10107,Bas,2022-07-16,2024-12-08,349,1992,PASS-2024-09-20-2750,Spinning,Södermalm,Anna Lindberg,2024-09-18,2024-09-20,16:00,Genomförd,,,
BOK-002751,MED-10245,Grund,2024-02-20,2025-04-14,349,1999,PASS-2024-08-18-2751,HIIT,Linköping,Emma Larsson,2024-08-11,2024-08-18,20:30,Avbokad,,,
BOK-002752,MED-10093,Bas,2023-10-03,2025-01-03,349,1992,PASS-2024-08-08-2752,Boxning,Malmö C,Johan Bergström,2024-08-03,2024-08-08,07:30,Genomförd,,,
BOK-002753,MED-10290,Student,2022-10-10,2024-12-18,249,1993,PASS-2024-09-22-2753,HIIT,Linköping,Emma Larsson,2024-09-20,2024-09-22,20:00,Genomförd,Professionellt och välorganiserat pass.,2024-09-22,4
BOK-002754,MED-10027,Premium,"February 08, 2023",2025-05-27,599,1987,PASS-2024-09-20-2754,HIIT,Sthlm Kungsholmen,Marcus Ek,2024-09-13,2024-09-20,17:30,Genomförd,"Helt ok, men har varit på bättre.",2024-09-20,3
BOK-002755,MED-10109,Bas,2024-01-26,2025-01-30,349,1995,PASS-2024-09-11-2755,Spinning,Örebro,Oscar Holm,2024-09-09,2024-09-11,17:30,Avbokad,,,
BOK-002756,MED-10011,Student,2023-05-28,2025-06-21,249,1998,PASS-2024-07-29-2756,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-07-23,29 juli 2024,17:00,GENOMFÖRD,,,
BOK-002757,MED-10273,Grund,2022-07-14,2025-01-11,349,1994,PASS-2024-09-19-2757,HIIT,Stockholm City,Erik Johansson,2024/09/17,2024-09-19,16:00,GENOMFÖRD,,,
BOK-002758,MED-10218,Bas,2023-09-02,2025-06-07,349,1993,PASS-2024-10-28-2758,HIIT,Linköping,Emma Larsson,2024-10-22,2024-10-28,11:00,No-show,,,
BOK-002759,MED-10291,Student,2024-01-02,2025-07-01,249,1996,PASS-2024-09-24-2759,Dans,,,2024-09-18,2024-09-24,18:00,Genomförd,Fantastiskt pass! Emma är så energisk och motiverande.,2024-09-25,4
BOK-002760,MED-10292,Premium,2024-01-05,2024-09-25,599,1992,PASS-2024-12-12-2760,YOGA,Västerås,Klara Svensson,2024-12-07,2024-12-12,11:00,Genomförd,Bra lokal men instruktören var lite seg.,2024-12-13,3
BOK-002761,MED-10143,Student,2022-09-03,2025-05-30,249,1988,PASS-2024-09-23-2761,Spinning,Örebro,Oscar Holm,2024-09-18,23/09/2024,18:00,Genomförd,,,
BOK-000645,MED-10071,Bas,2023-09-08,2024-11-24,349,1979,PASS-2024-09-27-645,Högintensiv,Lund,Fredrik Berg,2024-09-26,2024-09-27,07:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-09-27,2
BOK-002762,MED-10197,Bas,2023-08-11,2025-01-21,349,1988,PASS-2024-10-01-2762,Pilates,Västerås,Klara Svensson,2024-09-26,"October 01, 2024",07:00,Genomförd,,,
BOK-000917,MED-10249,Bas,2023-12-05,2024-10-09,349,1989,PASS-2024-11-22-917,Yoga,Västerås C,Klara Svensson,2024/11/20,2024-11-22,08:00,Genomförd,"Godkänt pass, lite kort kanske.",2024-11-22,3
BOK-002763,MED-10340,Bas,2022-08-16,2025-03-31,349,1997,PASS-2024-07-21-2763,HIIT,Sthlm Södermalm,Anna Lindberg,2024-07-20,2024-07-21,17:30,Genomförd,,,
BOK-002764,MED-10176,Bas,2023-03-24,2025-06-07,349,1991,PASS-2024-11-03-2764,Yoga,Uppsala,Lisa Andersson,2024-11-01,2024-11-03,07:30,No-show,,,
BOK-002765,MED-10320,Bas,2024-05-06,2025-07-07,349,1994,PASS-2024-10-24-2765,HIIT,Sthlm Södermalm,Anna Lindberg,2024-10-19,2024-10-24,18:00,Genomförd,Professionellt och välorganiserat pass.,2024-10-24,5
BOK-002766,MED-10327,Bas,2024-03-07,2024-09-25,349,1985,PASS-2024-09-02-2766,HIIT,Lund,Fredrik Berg,2024-08-29,2024-09-02,18:30,Genomförd,,,
BOK-002767,MED-10245,Bas,2024-02-20,2025-04-14,349,1999,PASS-2024-12-16-2767,HIIT,Linköping,Emma Larsson,2024-12-10,2024-12-16,07:30,Genomförd,,,
BOK-002768,MED-10331,Premium,2022-07-08,2025-06-29,599,1997,PASS-2024-08-22-2768,Dans,Linköping,Emma Larsson,15 augusti 2024,2024-08-22,06:30,Genomförd,,,
BOK-002769,MED-10089,PREMIUM,2022-11-14,2024-11-13,599,1986,PASS-2024-10-17-2769,Spinning,Lund,Fredrik Berg,2024-10-12,2024-10-17,17:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-10-17,5
BOK-002770,MED-10318,Student,2023-08-21,2024-12-08,249,1988,PASS-2024-08-31-2770,PILATES,Västerås,Klara Svensson,2024/08/30,2024-08-31,07:30,Genomförd,"Underbar träning, kommer definitivt igen!",2024-08-31,5
BOK-002771,MED-10322,Premium,2023-07-21,2025-02-19,599,2003,PASS-2024-12-17-2771,HIIT,Linköping,Emma Larsson,2024-12-16,2024-12-17,18:30,genomförd,,,
BOK-002772,MED-10230,Bas,2024-01-01,2025-04-15,349,2000,PASS-2024-12-16-2772,dans,Linköping C,Emma Larsson,2024-12-09,2024-12-16,16:00,No-show,,,
BOK-002773,MED-10083,PREMIUM,22 augusti 2022,30 januari 2025,599,1995,PASS-2024-08-30-2773,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-08-26,2024-08-30,20:30,Genomförd,Gör vad det ska. Kunde varit mer utmanande.,2024-08-31,3
BOK-002774,MED-10340,Basic,2022-08-16,2025-03-31,349,1997,PASS-2024-10-13-2774,Pilates,Malmö Västra Hamnen,David Chen,2024-10-12,2024-10-13,17:30,Deltog,Gör vad det ska. Kunde varit mer utmanande.,2024-10-13,3
BOK-002775,MED-10264,Premium,2022-10-17,2024-12-29,599,1993,PASS-2024-10-19-2775,Dans,Linköping C,Emma Larsson,2024-10-18,2024-10-19,18:00,Genomförd,,,
BOK-002776,MED-10075,Bas,2024-02-20,2024-10-27,349,1935,PASS-2024-10-22-2776,Yoga,Göteborg Centrum,Maria Santos,2024-10-17,2024-10-22,16:00,genomförd,"Underbar träning, kommer definitivt igen!",2024-10-23,4
BOK-002777,MED-10027,Premium,2023-02-08,2025-05-27,599,,PASS-2024-11-07-2777,Dans,Uppsala,Lisa Andersson,2024-10-31,2024-11-07,08:00,Genomförd,"Underbar träning, kommer definitivt igen!",2024-11-07,5
BOK-002778,MED-10152,Bas,2023-02-03,2024-10-27,349,1998,PASS-2024-12-01-2778,HIIT,Stockholm City,Erik Johansson,2024-11-25,2024-12-01,07:30,Genomförd,Standard hiit. Inget att klaga på.,2024-12-02,3
BOK-002779,MED-10143,Student,2022-09-03,2025-05-30,249,1988,PASS-2024-11-23-2779,Yoga,Göteborg Centrum,Maria Santos,2024-11-16,2024-11-23,19:00,Genomförd,Utmanande men roligt. Lagom nivå för mig.,2024-11-23,5
BOK-002780,MED-10032,Bas,14/02/2024,2024-09-26,349,1989,PASS-2024-09-05-2780,pilates,Malmö Västra Hamnen,David Chen,2024-08-30,2024-09-05,17:30,Genomförd,Toppen! David är fantastisk som alltid.,2024-09-06,4
BOK-002781,MED-10056,Student,2024-02-22,2024-09-24,249,1994,PASS-2024-10-27-2781,Yoga,Malmö Västra Hamnen,David Chen,2024-10-22,2024-10-27,18:30,Genomförd,,,
BOK-002782,MED-10152,Bas,2023-02-03,2024-10-27,349,1998,PASS-2024-08-15-2782,Yoga,Göteborg Centrum,Maria Santos,2024-08-11,2024-08-15,17:00,Avbokad,,,
BOK-002783,MED-10321,Student,2023-09-02,2024-09-13,249,1983,PASS-2024-12-10-2783,Zumba,Uppsala C,Lisa Andersson,2024-12-09,2024-12-10,18:00,Genomförd,,,
BOK-002784,MED-10143,Student,2022-09-03,2025-05-30,249,1988,PASS-2024-09-11-2784,Spinning,Örebro,Oscar Holm,2024-09-08,2024-09-11,17:30,Genomförd,,,
BOK-002785,MED-10012,Premium,2022-07-25,2024-12-24,599,1988,PASS-2024-12-28-2785,Spinning,Göteborg Hisingen,Sara Nilsson,2024-12-21,2024-12-28,07:00,Genomförd,,,
BOK-002786,MED-10250,Bas,2022-07-03,2024-12-31,349,2001,PASS-2024-08-16-2786,Spinning,Stockholm Södermalm,Anna Lindberg,2024-08-09,2024-08-16,16:00,Genomförd,Gör vad det ska. Kunde varit mer utmanande.,2024-08-16,3
BOK-002787,MED-10362,Premium,2023-06-16,2024-10-12,599,1990,PASS-2024-09-29-2787,Styrketräning,Örebro,Oscar Holm,2024-09-24,2024-09-29,17:30,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-09-29,4
BOK-002788,MED-10103,Basic,2024-04-23,2024/10/24,349,2005,PASS-2024-09-28-2788,Pilates,Malmö Västra Hamnen,David Chen,2024-09-23,2024-09-28,17:30,Genomförd,,,
BOK-002789,MED-10317,Premium,2024-02-12,2025-01-31,599,1991,PASS-2024-12-12-2789,Spinning,Malmö Centrum,Johan Bergström,2024-12-07,2024-12-12,07:30,Genomförd,,,
BOK-002790,MED-10364,Studerande,2022-09-16,2024-09-19,249,1986,PASS-2024-08-24-2790,spinning,Lund,Fredrik Berg,2024-08-19,2024-08-24,20:00,Genomförd,"För många deltagare, ingen plats att röra sig.",2024-08-25,2
BOK-002791,MED-10129,Bas,2023-02-01,2024-10-22,349,1997,PASS-2024-07-29-2791,Yoga,Uppsala,Lisa Andersson,2024-07-22,2024-07-29,10:00,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-07-29,5
BOK-002792,MED-10331,Premium,2022-07-08,2025-06-29,599,1997,PASS-2024-09-14-2792,Yoga,Västerås,Klara Svensson,2024-09-13,2024-09-14,10:00,Avbokad,,,
BOK-002793,MED-10092,Bas,2023-04-12,2025-01-23,349,1997,PASS-2024-12-27-2793,Pilates,MALMÖ VÄSTRA HAMNEN,David Chen,2024-12-23,2024-12-27,12:00,Genomförd,,,
BOK-002794,MED-10182,PREMIUM,2024-05-18,2024-12-21,599,2001,PASS-2024-10-03-2794,Styrketräning,ÖREBRO,Oscar Holm,2024-09-29,2024-10-03,10:00,Genomförd,,,
BOK-002795,MED-10029,Bas,2023-09-02,2025-07-24,349,1994,PASS-2024-08-06-2795,Yoga,Malmö Västra Hamnen,David Chen,2024-08-04,2024-08-06,07:30,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-08-06,4
BOK-002796,MED-10183,PREMIUM,2024-04-07,2025-06-09,599,1986,PASS-2024-11-15-2796,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-11-10,2024-11-15,18:00,Avbokad,,,
BOK-002797,MED-10093,Bas,2023-10-03,2025-01-03,349,1992,PASS-2024-08-12-2797,Spinning,Malmö Centrum,Johan Bergström,2024-08-11,2024-08-12,07:30,Struken,,,
BOK-002798,MED-10031,Premium,2023-09-06,2025-05-13,599,1982,PASS-2024-11-02-2798,Yoga,Uppsala,Lisa Andersson,2024-10-26,2024-11-02,07:30,Genomförd,Fantastiskt pass! Lisa är så energisk och motiverande.,2024-11-02,4
BOK-002799,MED-10173,Grund,2023-01-16,2025-02-24,349,1992,PASS-2024-11-20-2799,Pilates,Malmö Västra Hamnen,David Chen,2024-11-16,2024-11-20,07:00,Avbokad,,,
BOK-002800,MED-10164,Premium,2022-11-28,2024-12-12,599,1986,PASS-2024-11-12-2800,Boxning,Malmö Centrum,Johan Bergström,2024-11-11,2024-11-12,07:30,Genomförd,Tekniken visades inte ordentligt. Risk för skador.,2024-11-13,2
BOK-002801,MED-10092,bas,2023-04-12,2025-01-23,349,1997,PASS-2024-10-05-2801,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-09-28,2024-10-05,20:30,Genomförd,,,
BOK-002802,MED-10092,bas,2023-04-12,2025-01-23,349,1997,PASS-2024-10-10-2802,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-10-06,2024-10-10,08:00,genomförd,,,
BOK-002803,MED-10244,Student,2023-03-15,2024-10-19,249,2006,PASS-2024-11-16-2803,Spinning,Malmö Centrum,Johan Bergström,2024/11/09,2024-11-16,18:30,Genomförd,,,
BOK-002804,MED-10117,Premium,2022-08-23,2025-07-13,599,1998,PASS-2024-09-18-2804,Fightpass,Malmö Centrum,Johan Bergström,2024-09-16,2024-09-18,17:30,Genomförd,,,
BOK-002805,MED-10256,Student,2023-05-05,2024-12-26,249,2025,PASS-2024-12-02-2805,HIIT,Linköping,Emma Larsson,2024-11-27,2024-12-02,18:30,Genomförd,Bästa hiitpasset jag varit på. Kommer tillbaka!,2024-12-02,4
BOK-002806,MED-10106,Premium,2023-03-13,2024-08-30,599,1974,PASS-2024-10-12-2806,Spinning,Malmö Centrum,Johan Bergström,2024-10-08,2024-10-12,07:30,Genomförd,,,
BOK-002807,MED-10020,PREMIUM,2022-10-30,2025-02-07,599,1978,PASS-2024-11-14-2807,Intervall,,Anna Lindberg,2024-11-10,2024-11-14,07:00,Genomförd,Lokalen var smutsig och dåligt ventilerad.,2024-11-15,2
BOK-002808,MED-10209,Bas,2023-08-22,2025-01-31,349,1960,PASS-2024-12-27-2808,HIIT,Lund,Fredrik Berg,2024-12-20,2024-12-27,18:00,Genomförd,Tekniken visades inte ordentligt. Risk för skador.,2024-12-28,2
BOK-002809,MED-10232,Bas,2023-11-21,2024-09-27,349,1998,PASS-2024-08-09-2809,Spinning,Lund,Fredrik Berg,2024-08-07,2024-08-09,09:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-08-10,1
BOK-002810,MED-10115,Bas,2023-03-07,2024-12-17,349,1986,PASS-2024-11-02-2810,PILATES,Malmö Västra Hamnen,David Chen,"October 27, 2024",2024-11-02,17:30,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-11-02,4
BOK-002811,MED-10314,Bas,2022-07-21,2025-01-06,349,1980,PASS-2024-10-28-2811,Vinyasa,MALMÖ VÄSTRA HAMNEN,David Chen,2024-10-24,2024-10-28,12:00,Genomförd,,,
BOK-002812,MED-10209,Bas,2023-08-22,2025-01-31,349,1960,PASS-2024-09-17-2812,HIIT,Stockholm City,Erik Johansson,2024-09-14,2024-09-17,18:00,Genomförd,,,
BOK-002813,MED-10206,Bas,2023-10-11,2025-02-15,349,1985,PASS-2024-12-03-2813,Yoga,Malmö Västra Hamnen,David Chen,2024-12-02,2024-12-03,08:00,Genomförd,Instruktören var superbra på att korrigera tekniken.,2024-12-03,5
BOK-002814,MED-10343,Bas,2023-03-13,2025-06-27,349,1994,PASS-2024-11-09-2814,HIIT,LUND,Fredrik Berg,2024-11-08,2024-11-09,18:30,Genomförd,,,
BOK-002815,MED-10239,Student,2024-03-17,2024-12-29,249,1992,PASS-2024-09-05-2815,yoga,Malmö Västra Hamnen,David Chen,29/08/2024,2024-09-05,18:30,Genomförd,Perfekt tempo och bra musik. Rekommenderas!,2024-09-05,5
BOK-002816,MED-10116,Bas,2023-12-11,2025-08-02,349,1994,PASS-2024-07-07-2816,Yoga,Malmö Västra Hamnen,David Chen,2024-07-04,2024-07-07,18:30,Genomförd,,,
BOK-002817,MED-10169,Student,2023-10-28,2025-02-27,249,1999,PASS-2024-08-21-2817,Boxning,Stockholm Kungsholmen,Marcus Ek,2024-08-22,2024-08-21,12:00,genomförd,,,
BOK-002818,MED-10044,Premium,2022-11-12,20/02/2025,599,2001,PASS-2024-12-12-2818,Boxning,Stockholm Kungsholmen,Marcus Ek,07/12/2024,2024-12-12,17:00,genomförd,,,
BOK-002819,MED-10173,Bas,2023-01-16,2025-02-24,349,1992,PASS-2024-08-28-2819,HIIT,Stockholm City,Erik Johansson,2024-08-23,2024-08-28,12:00,Genomförd,,,
BOK-002820,MED-10012,Premium,2022-07-25,2024-12-24,599,1988,PASS-2024-10-26-2820,Pilates,Malmö Västra Hamnen,David Chen,25 oktober 2024,2024-10-26,16:00,Genomförd,Toppen! David är fantastisk som alltid.,2024-10-27,4
BOK-002821,MED-10343,Bas,2023-03-13,2024-11-24,349,1994,PASS-2024-10-08-2821,HIIT,Stockholm Södermalm,Anna Lindberg,2024-10-04,2024-10-08,09:00,Genomförd,"Rörig planering, visste inte vad vi skulle göra.",2024-10-09,2
BOK-002822,MED-10228,Bas,2023-06-19,2025-05-16,349,1993,PASS-2024-11-11-2822,HIIT,Linköping,Emma Larsson,2024-11-06,11 november 2024,19:00,No-show,,,
BOK-002823,MED-10023,Premium,"October 13, 2022",2024-11-30,599,2003,PASS-2024-12-12-2823,YOGA,Västerås,Klara Svensson,2024-12-09,2024-12-12,18:30,Avbokad,,,
BOK-002824,MED-10167,Student,2023-02-12,2025-01-23,249,1971,PASS-2024-11-30-2824,Spinning,Göteborg Hisingen,Sara Nilsson,2024-11-25,2024-11-30,17:30,Genomförd,"Underbar träning, kommer definitivt igen!",2024-12-01,4
BOK-002825,MED-10211,Bas,2023-07-09,2024-11-27,349,1981,PASS-2024-08-18-2825,Yoga,Göteborg Centrum,Maria Santos,2024-08-13,2024-08-18,10:00,Genomförd,"Fungerar, men jag föredrar morgonpassen.",2024-08-18,3
BOK-002826,MED-10351,Bas,2023-02-28,2025-06-15,-449,1982,PASS-2024-10-20-2826,Spinning,Lund,Fredrik Berg,2024-10-18,2024-10-20,18:00,No-show,,,
BOK-002827,MED-10048,Bas,2022-10-26,2025-06-21,349,1994,PASS-2024-12-04-2827,HIIT,Stockholm Södermalm,Anna Lindberg,2024-11-28,2024-12-04,12:00,Genomförd,,,
BOK-002828,MED-10208,Bas,2023-12-05,2023-06-20,349,1989,PASS-2024-08-03-2828,pilates,Västerås,Klara Svensson,2024-07-31,2024-08-03,17:30,Avbokad,,,
BOK-002829,MED-10013,Bas,2023-10-07,2024-10-20,349,2006,PASS-2024-07-09-2829,Styrketräning,Stockholm City,Erik Johansson,2024-07-13,2024-07-09,16:00,Genomförd,,,
BOK-002830,MED-10205,Premium,2023-03-17,2025-02-11,599,1997,PASS-2024-07-09-2830,Vinyasa,GÖTEBORG CENTRUM,Maria Santos,2024-07-05,2024-07-09,12:00,GENOMFÖRD,"Lugn och avslappnande yoga, precis vad jag behövde.",2024-07-10,5
BOK-002831,MED-10099,Premium,2023-04-20,2025-02-14,599,1996,PASS-2024-08-17-2831,Boxning,Malmö Centrum,Johan Bergström,2024-08-10,2024-08-17,20:00,Genomförd,Professionellt och välorganiserat pass.,2024-08-18,5
BOK-002832,MED-10338,Bas,2023-03-13,2024-09-08,349,1993,PASS-2024-09-25-2832,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-09-23,25/09/2024,12:00,No-show,,,
BOK-002833,MED-10253,Student,2023-08-12,2024-11-25,249,1980,PASS-2024-07-08-2833,Yoga,Uppsala,Lisa Andersson,2024-07-01,2024-07-08,17:00,Genomförd,,,
BOK-002834,MED-10322,Premium,2023-07-21,2025-02-19,599,2003,PASS-2024-09-18-2834,Styrketräning,Göteborg Hisingen,Sara Nilsson,2024-09-13,2024-09-18,07:00,Genomförd,Professionellt och välorganiserat pass.,2024-09-17,5
BOK-002835,MED-10329,Premium,2023-01-21,2025-07-06,599,1989,PASS-2024-09-13-2835,boxning,Stockholm Kungsholmen,Marcus Ek,2024-09-08,2024-09-13,19:00,Genomförd,Standard boxning. Inget att klaga på.,2024-09-13,3
BOK-002836,MED-10161,Bas,2023-03-29,2024-12-06,349,1984,PASS-2024-10-31-2836,HIIT,Stockholm Kungsholmen,Marcus Ek,2024-10-28,2024-10-31,12:00,Genomförd,Tekniken visades inte ordentligt. Risk för skador.,2024-10-31,2
BOK-002837,MED-10054,Bas,2023-11-27,2025-01-19,349,1984,PASS-2024-10-11-2837,Yoga,Västra Hamnen,David Chen,2024-10-07,2024-10-11,08:00,Genomförd,,,
BOK-002838,MED-10130,Premium,2022-08-19,2025-01-12,599,1999,PASS-2024-11-10-2838,styrka,,Sara Nilsson,2024-11-08,2024-11-10,18:30,Genomförd,Medelmåttigt. Varken bra eller dåligt.,2024-11-11,3
BOK-002839,MED-10197,Bas,2023-08-11,2025-01-21,349,1988,PASS-2024-09-07-2839,BOXNING,Malmö C,Johan Bergström,2024-09-06,2024-09-07,19:00,Genomförd,"Helt ok, men har varit på bättre.",2024-09-07,3
BOK-002840,MED-10211,Grund,2023-07-09,2024-11-27,349,1981,PASS-2024-09-25-2840,Pilates,Malmö Västra Hamnen,David Chen,2024-09-21,2024-09-25,12:00,Genomförd,Härlig stämning i gruppen. Kul träning!,2024-09-25,4
BOK-002841,MED-10278,Bas,2024-04-24,2024-09-18,349,1992,PASS-2024-12-30-2841,Yoga,,Lisa Andersson,2024-12-23,2024-12-30,12:00,Genomförd,,,
BOK-002842,MED-10072,Bas,2023-09-04,2025-03-20,349,2026,PASS-2024-08-22-2842,Dans,Uppsala,Lisa Andersson,2024-08-17,2024-08-22,18:00,Genomförd,Professionellt och välorganiserat pass.,2024-08-22,5
BOK-002843,MED-10339,Bas,2023-07-17,2025-06-20,349,1994,PASS-2024-09-07-2843,Yoga,Västerås,Klara Svensson,2024-08-31,2024-09-07,07:00,Genomförd,Fantastiskt pass! Klara är så energisk och motiverande.,2024-09-07,5
BOK-002844,MED-10261,Bas,2022-08-20,2024-12-05,349,1991,PASS-2024-11-29-2844,Pilates,Malmö Västra Hamnen,David Chen,2024-11-23,2024-11-29,07:30,Genomförd,,,
BOK-002845,MED-10114,Premium,2022/10/17,2025-07-06,599,1992,PASS-2024-10-01-2845,Spinning,Stockholm Södermalm,Anna Lindberg,2024-09-26,2024-10-01,10:00,Genomförd,"Helt okej pass, inget speciellt.",2024-10-02,3
